feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10
0.54394	0.99722	0.22656	-0.74083	124.775	-0.18670	0.00560	-0.14035	-0.47683	0.16072
0.92747	0.71417	0.47506	-0.39317	0.50697	-0.19648	0.72533	-0.44423	-0.37804	-0.32231
0.59940	0.97095	-0.09328	-0.58703	152.663	-0.50092	-0.96124	0.59438	-107.232	-0.12771
0.99008	0.60703	0.22695	-0.73914	0.36820	-0.45561	113.628	-0.06996	-0.84774	-0.22385
0.82082	0.89797	0.59252	-0.83923	0.46974	0.02797	151.060	-114.121	0.14776	0.09712
119.008	0.70858	0.66402	-0.09598	0.20601	-0.11764	0.79945	-0.94819	-0.01874	-0.73945
0.64569	0.74055	0.35283	-0.78026	0.74308	-0.19901	0.94070	-0.14673	-0.58054	0.19877
0.44103	0.77131	0.09455	-102.893	109.427	-0.34727	0.61436	0.42192	-100.747	0.48334
0.30246	140.358	0.36578	-142.012	144.067	0.18980	0.80606	-122.269	0.40535	0.83517
0.74305	117.836	0.45997	-0.80269	0.97671	0.03750	0.54797	-119.039	0.28644	0.02522
145.000	-106.678	-0.05068	0.24041	104.475	-125.833	-0.81267	0.33515	-0.10210	0.26003
-0.23720	-0.42278	-0.81932	148.313	0.54292	-0.37667	-0.41115	0.14066	-0.70275	-0.07078
158.700	-111.047	-0.10860	-0.18452	102.926	-132.950	-0.92315	0.09749	-0.43218	0.44445
0.64434	-0.21721	-0.46970	194.644	0.34498	-152.064	0.38847	-0.74569	-102.364	-115.285
149.888	-119.055	0.09220	0.53921	141.984	-100.774	-0.73199	0.81640	0.02909	0.32763
0.63582	-0.60127	-0.40100	143.760	0.85786	-0.91400	-0.14973	0.07859	-0.73056	-0.32660
0.76025	-0.96941	-0.17143	121.589	134.258	-0.50826	-0.56035	0.99341	-0.05405	0.21806
0.61783	-0.78547	-0.47091	0.83033	0.98240	-0.65588	-0.56370	0.26563	-0.76098	0.23101
-0.29617	-0.27775	-109.669	0.75922	-0.00051	-0.69867	-0.64500	-0.65639	-110.157	0.01891
0.72274	-0.74106	-0.68430	-0.31828	0.33596	-113.560	-107.729	-0.52221	-0.82493	0.47895
0.63059	-0.72345	-0.78273	-0.15481	0.58679	-0.86420	-0.87821	-0.53505	-146.157	0.56095
0.12557	-119.622	-0.65617	-0.67569	0.77062	-0.02792	-207.955	110.285	0.58523	160.082
-0.50228	-0.18455	-0.84096	304.225	112.785	0.07873	0.64869	0.29191	-174.898	-0.67556
-0.22209	-0.15276	-0.85042	223.527	0.53044	-0.57998	0.28720	-0.32027	-139.974	-0.70997
131.270	-114.858	0.05186	0.67168	134.441	-0.91982	-0.76414	0.91338	0.22133	0.30238
142.697	-106.863	-0.30902	-0.53921	0.88409	-125.097	-107.675	-0.16058	-0.77138	0.65540
0.47596	-0.53192	-0.56387	169.073	112.668	-0.58729	0.15408	-0.03050	-163.055	-0.27846
0.79907	-0.60739	-0.30537	132.898	0.69622	-119.080	-0.21734	-0.00117	-0.38724	-0.44799
0.02645	-0.32715	-0.88992	114.253	0.32860	-0.78366	-0.29307	-0.54447	-128.271	-0.21301
0.56222	-0.48241	-0.65633	0.93870	0.54621	-105.537	-0.24228	-0.55489	-132.617	-0.22297
0.48878	-0.81669	-0.65664	0.82066	138.663	-0.18172	-0.40651	0.25132	-179.375	0.55174
-0.72788	0.26191	-120.937	241.038	-0.18521	-0.81194	0.43948	-109.042	-165.398	-113.168
0.33964	-0.84803	-0.34798	165.224	142.366	-0.12549	-0.37452	108.655	-0.38389	0.19369
0.62042	-0.72028	-0.36029	170.151	136.597	-0.48477	-0.00165	0.48675	-108.710	-0.13033
-0.55135	-0.11905	-137.584	0.85251	0.02752	-0.47774	-0.39749	-104.748	-209.012	0.03950
0.58688	-105.735	-0.53690	0.36706	149.242	-0.06289	-0.87021	0.70992	-116.552	0.97006
0.17404	-0.21879	-0.71973	177.414	0.34181	-103.836	0.12564	-0.57422	-115.036	-0.74736
-0.02839	0.22965	-0.67076	275.439	-0.38154	-170.359	0.62972	-104.155	-0.45986	-186.945
0.27967	-0.19240	-0.73577	216.005	0.76719	-0.84907	0.60137	-0.66405	-210.413	-0.83973
117.459	-0.92728	-0.20421	0.74676	121.630	-0.95592	-0.44199	0.27450	-0.77065	0.13578
0.90874	-104.587	-0.35771	-0.15181	0.83001	-0.85624	-125.071	0.40463	-0.04090	0.71679
0.37273	-0.67837	-0.87833	0.33088	0.90673	-0.42906	-0.59646	-0.33651	-197.312	0.57674
0.48933	-0.64476	-0.51741	110.644	0.81104	-0.74975	-0.40291	0.10711	-0.75075	-0.03134
0.62416	-103.022	-0.59279	0.05224	127.124	-0.24313	-100.654	0.45381	-115.149	0.99977
-0.11916	0.07656	-115.425	0.93659	-0.61469	-149.685	-0.21742	-167.559	-141.776	-0.75275
0.91319	-0.75476	-0.48173	0.03142	0.41310	-130.672	-0.89879	-0.36018	-0.48366	0.19741
0.64496	-0.74820	-0.49282	127.695	137.532	-0.42925	-0.11553	0.24693	-157.670	0.12919
0.21453	-0.40156	-0.95530	0.20075	-0.02728	-110.428	-0.77493	-0.91894	-113.393	0.08763
-0.19501	-0.08716	-0.88664	255.589	0.74892	-0.48716	0.64942	-0.45493	-205.863	-0.84653
-0.97401	0.26548	-127.499	256.489	-0.11746	-0.53974	0.40284	-0.86494	-159.452	-103.145
107.591	-121.029	-0.46742	-0.77487	114.112	-0.62390	-140.362	0.29089	-0.86372	124.884
0.67268	-0.70301	-0.76779	0.15149	0.82298	-0.75842	-0.59395	-0.52588	-188.675	0.46191
136.957	-0.93637	-0.21138	0.69513	138.880	-0.99087	-0.25328	0.05800	-137.498	0.13663
0.85303	-0.91975	-0.34847	0.46174	0.96402	-0.81273	-0.81016	0.35876	-0.38861	0.37604
0.40258	-0.61877	-0.71903	0.49866	0.53990	-0.80599	-0.68782	-0.26620	-0.98932	0.22718
0.86408	-0.54163	-0.25928	138.330	0.49892	-144.355	-0.17790	-0.15125	-0.15996	-0.66824
156.711	-139.322	-0.03064	-0.18794	168.799	-0.69026	-106.198	0.85384	-0.52727	0.98791
0.39367	-0.46384	-0.64850	125.126	0.61883	-0.88237	-0.17891	-0.31681	-116.416	-0.27399
156.974	-121.059	-0.06783	0.18720	158.180	-0.88205	-0.68587	0.49438	-0.89448	0.58876
0.62074	-0.42210	-0.81488	-0.36484	-0.46911	-177.984	-103.360	-130.392	-0.56981	-0.05618
152.955	-108.186	-0.00783	-0.46501	0.38270	-178.054	-139.842	0.14080	0.98103	0.29162
106.806	-0.88213	-0.51020	-0.66685	0.33673	-138.513	-126.774	-0.46689	-0.46181	0.55539
0.05246	0.08145	-0.69871	233.628	-0.19293	-152.530	0.41775	-0.94241	-0.67724	-147.806
0.20421	-0.09360	-0.87871	148.241	0.07901	-127.300	0.16719	-116.310	-165.216	-0.81243
144.176	-0.94111	-0.14716	0.39462	102.867	-131.667	-0.53622	-0.01519	-0.68985	0.08343
0.86628	-0.89538	-0.41724	0.34302	0.94866	-0.82602	-0.78379	0.17339	-0.69498	0.41412
0.23883	-0.33902	-0.78962	117.216	0.35161	-0.97301	-0.19395	-0.62177	-127.906	-0.34801
0.70664	-124.138	-0.67074	-178.380	0.40402	-0.72171	-234.605	0.24592	0.21287	172.184
116.869	-0.92806	-0.13736	104.546	134.435	-0.88817	-0.30382	0.44516	-0.70874	0.02953
106.939	-107.546	-0.50960	-0.59543	0.99555	-0.79874	-119.464	-0.00962	-107.116	0.98247
126.868	-141.871	-0.30129	-181.054	0.56479	-108.879	-233.882	0.46917	0.76554	157.433
201.521	-139.762	0.28896	-0.40313	115.238	-154.290	-127.232	0.69844	0.74361	0.54928
0.66925	-0.60004	-0.74802	-0.43978	-0.11084	-147.314	-114.406	-0.89341	-0.57938	0.26025
0.70249	-0.49616	-0.47446	121.265	0.55328	-122.487	-0.15101	-0.38333	-0.86838	-0.46369
0.62051	-0.71195	-0.41391	107.414	0.86169	-0.81441	-0.45085	0.23148	-0.52290	-0.02660
106.743	-117.705	-0.42404	-120.877	0.51184	-108.569	-185.971	0.15859	0.21651	116.156
0.00558	-0.20358	-0.77834	113.855	-0.33331	-134.771	-0.51335	-0.66807	-0.06957	-0.62368
0.60508	-0.60863	-0.34887	173.577	101.740	-0.79397	-0.01519	0.27358	-0.71621	-0.39574
0.14989	-0.46620	-0.63190	195.512	104.342	-0.39541	0.12166	0.16903	-134.324	-0.31132
102.792	-0.58759	-0.21029	143.015	0.71871	-141.495	-0.03139	-0.15515	-0.49749	-0.65705
0.89316	-0.87354	-0.19331	143.533	143.394	-0.61690	-0.19092	0.66344	-0.70595	-0.01290
0.09800	-0.35635	-0.81738	172.929	0.87836	-0.47451	0.17202	-0.30886	-192.371	-0.30149
-0.08705	-0.22672	-0.93299	106.563	-0.05444	-100.656	-0.42148	-0.72052	-0.87128	-0.35968
0.39415	-101.268	-0.93373	-0.96263	0.82984	-0.23851	-156.997	-0.02243	-138.428	150.921
0.05412	-0.37128	-0.74073	116.673	0.16176	-0.94426	-0.48714	-0.28796	-0.42186	-0.30371
189.481	-157.860	0.13590	-100.198	137.700	-110.296	-165.647	0.89263	0.41504	121.825
142.644	-170.289	-0.25665	-166.085	161.561	-0.31625	-208.976	103.511	-0.35851	211.798
0.45922	-0.10751	-0.72885	148.468	0.00441	-158.123	0.20855	-123.025	-138.056	-100.840
225.674	-164.837	0.16800	-0.99076	185.532	-103.907	-128.692	0.69482	-0.67026	127.333
-0.03343	-0.10279	-0.83800	171.581	0.01995	-112.476	0.03130	-0.76801	-0.98773	-0.82254
0.08395	-0.18364	-0.94471	101.449	-0.05189	-117.319	-0.25493	-103.434	-129.972	-0.46646
105.007	-103.426	-0.40488	-0.08491	109.858	-0.78117	-0.95551	0.18425	-0.89635	0.71859
0.70567	-0.79360	-0.38817	112.837	118.042	-0.61884	-0.34614	0.36896	-0.89124	0.10599
0.90705	-107.443	-0.37936	0.15783	126.496	-0.52989	-0.94922	0.52978	-0.73187	0.77985
140.225	-116.297	0.15759	0.86402	140.724	-0.98039	-0.67327	102.787	0.39654	0.17248
0.98850	-111.510	-0.24696	0.49018	147.301	-0.47588	-0.79032	0.78326	-0.61286	0.66501
0.43990	-0.62596	-0.56673	0.51435	0.25359	-108.368	-0.88564	-0.10263	-0.02671	0.04878
0.55753	-0.94399	-0.47912	0.32614	0.94459	-0.51476	-104.148	0.54370	-0.29330	0.65310
0.19329	-0.40548	-0.76645	116.525	0.45195	-0.82780	-0.28612	-0.39486	-112.980	-0.21873
0.53275	-0.36512	-0.48460	153.689	0.33494	-132.318	-0.05560	-0.41751	-0.55977	-0.74627
122.863	-0.89918	0.02915	137.439	123.717	-109.377	-0.23313	0.60486	-0.08596	-0.27948
0.07378	-0.02055	-0.39954	335.977	0.42244	-116.209	0.82713	-0.09329	-0.33675	-171.188
131.089	-0.88353	-0.11731	0.69326	0.95146	-131.324	-0.48117	0.11580	-0.36047	-0.08740
0.57365	-104.692	-0.40531	117.167	191.533	0.17965	-0.41491	107.974	-133.126	0.71475
0.53900	-0.83360	-0.65171	0.00024	0.68156	-0.69347	-106.077	0.01612	-0.73152	0.64930
0.91784	-109.118	-0.34094	-0.13301	0.95540	-0.75207	-124.958	0.52278	-0.09176	0.79481
0.38050	-0.46498	-0.82303	0.55664	0.35027	-0.98850	-0.49868	-0.70049	-137.257	0.00764
108.595	-101.756	-0.36667	-0.04738	102.679	-0.88610	-0.94742	0.16334	-0.73915	0.62470
123.642	-0.87706	-0.06599	0.72078	0.76993	-139.897	-0.62772	0.25250	0.22394	-0.15477
0.25327	-0.80753	-0.88296	-0.64626	0.26103	-0.67548	-155.457	-0.18499	-0.51249	0.98119
0.05902	-131.764	0.30417	-0.42600	0.85630	-129.073	0.78342	0.05342	-0.54199	-104.297
0.37679	-0.84554	0.35107	-0.45825	115.527	0.00748	0.33947	-0.50745	0.19412	0.21290
0.33707	-0.86850	0.40786	-0.95332	0.81615	-120.480	0.06599	-0.54918	-0.49932	-0.88518
-0.45853	0.44189	-0.15458	-0.55398	106.420	-0.28466	159.824	-0.60948	-0.66151	-100.703
0.33987	-0.51566	0.34515	-117.529	0.62116	-145.898	-0.01332	-0.59610	-0.49955	-113.226
0.42014	0.04801	0.33679	-162.757	0.51644	-155.877	-0.37269	-103.509	-0.61343	-129.655
-0.92078	287.834	-0.77318	-136.832	0.33418	-0.88692	212.266	-0.92170	-0.79814	-222.151
-0.79151	-0.34798	-0.05555	-0.84539	0.70716	-237.966	175.816	-0.21608	-212.228	-300.253
-0.94348	-0.61761	-0.34755	0.75594	127.699	0.01994	308.946	0.69761	-0.38630	-0.79831
0.32455	0.74787	0.07731	-140.967	0.45693	-0.88867	0.06303	-0.88471	0.05102	-0.80547
-0.32684	-0.83367	-0.00906	0.03159	0.96359	-0.67451	172.225	0.32578	-0.30285	-0.85496
-0.20520	-145.891	0.20553	-0.07532	100.602	-112.966	136.012	0.28230	-0.68222	-110.382
-0.91055	0.44539	-0.32186	-0.42289	0.99827	-0.86512	232.026	-0.32032	-130.184	-189.186
-0.22926	-0.26818	0.07286	-0.75350	0.83462	-119.677	107.238	-0.40573	-0.89167	-145.597
-0.02286	-0.35020	0.08429	-0.58586	0.76955	-0.86962	0.94081	-0.18436	-0.24711	-0.88498
-0.30537	-0.28466	0.04957	-0.73784	0.81968	-132.370	118.683	-0.35478	-101.922	-162.862
0.06701	0.03720	0.26737	-163.144	0.59619	-195.331	0.06853	-107.102	-135.850	-201.767
-0.26277	-0.59220	0.12577	-0.75672	0.76940	-164.023	107.716	-0.25244	-114.934	-181.054
0.22918	-0.75125	0.26749	-0.40651	111.124	-0.12206	0.60359	-0.39649	0.07441	-0.02356
-109.863	142.648	-0.60784	-0.61707	0.70624	-0.94216	264.366	-0.31985	-115.163	-220.121
-113.650	0.02591	-0.45974	-0.08390	0.61787	-173.177	292.477	0.60766	-129.830	-256.807
0.10811	0.49655	0.26901	-183.939	0.77858	-145.770	-0.12747	-160.252	-138.659	-173.393
-0.13946	192.892	-0.23164	-163.387	0.55471	-0.61485	0.66059	-138.917	-0.45236	-126.808
-0.19618	-0.78914	-0.00997	0.14862	100.046	-0.24685	164.412	0.35888	0.14735	-0.34118
-0.04911	0.58525	-0.01526	-120.802	0.55285	-116.986	0.67156	-0.70745	-0.52350	-137.722
-0.08754	-0.29393	0.00666	-0.55493	0.58993	-115.007	110.623	0.06790	-0.19251	-111.882
0.64887	-0.29819	0.32913	-0.55355	119.485	0.83012	-0.01829	-0.81471	0.92904	108.629
0.29544	-0.00215	0.25427	-103.130	0.97994	-0.32946	0.15785	-100.501	-0.19728	-0.35655
0.23142	-178.615	0.51953	-0.46086	109.803	-113.621	0.38908	-0.21108	-0.70627	-0.78918
-0.43164	0.23825	-0.17002	-0.25746	111.956	0.02261	175.948	-0.35519	-0.31123	-0.62563
-0.21366	-0.63462	0.22613	-0.81903	104.577	-125.901	0.88432	-0.65496	-132.477	-155.349
-0.28207	0.16430	0.09590	-119.196	0.90702	-131.369	0.83388	-0.99888	-142.608	-181.641
-0.95734	104.107	-0.44527	-0.34451	121.627	0.03659	248.954	-0.63462	-0.97745	-128.938
0.69881	-0.55272	0.31389	-0.84965	0.42930	-0.87444	-0.17683	-0.10337	0.78822	-0.09731
0.04461	130.934	0.05254	-177.455	0.80440	-0.69795	0.13687	-173.479	-0.86736	-122.492
0.05937	-0.28914	0.08254	-0.55617	0.76712	-0.66466	0.86733	-0.18095	0.00314	-0.62390
-0.46574	0.65342	-0.36649	-0.24917	0.71318	-0.26966	198.207	0.07431	0.13120	-0.79928
0.27899	0.59071	0.26333	-193.507	0.53297	-162.684	-0.35448	-144.083	-101.025	-165.457
0.16963	-0.60340	0.04581	0.06137	0.91390	0.19980	114.160	0.27616	0.89712	0.39317
0.25235	-0.24013	0.13326	-0.53648	0.84898	-0.19509	0.61614	-0.30932	0.40173	-0.05896
0.62128	-0.79923	0.40162	-0.76014	0.77116	-0.56834	-0.12748	-0.37481	0.43017	0.01232
0.14268	0.12853	0.17507	-145.335	0.40733	-183.468	0.17791	-0.69931	-0.76981	-172.495
-0.30482	0.39102	-0.00015	-0.92565	106.853	-0.56408	107.976	-0.98833	-0.98194	-120.171
0.37431	-0.66589	0.38005	-115.114	0.61189	-152.934	-0.06127	-0.53556	-0.49206	-113.094
0.20580	-0.78599	0.22357	-0.63179	0.62051	-122.210	0.56702	0.00811	-0.09211	-0.86869
-0.06400	-0.78490	0.20289	-0.86022	0.55620	-198.702	0.75155	-0.08215	-0.94360	-183.892
0.23530	-0.36017	0.23696	-107.930	0.53484	-148.277	0.25114	-0.41118	-0.40177	-121.233
-0.53838	-107.272	-0.01847	0.18507	110.794	-0.77825	205.227	0.38357	-0.71380	-113.722
-104.586	107.081	-0.33325	-123.219	0.74924	-188.047	199.811	-0.89644	-227.997	-311.667
-0.01307	0.94936	-0.06705	-107.975	0.81881	-0.22254	0.72238	-0.99896	-0.14212	-0.63064
-0.07773	208.879	-0.28446	-125.753	0.88163	0.58624	0.83282	-147.945	0.19747	-0.20392
0.25626	0.47602	0.06081	-111.375	0.54590	-0.72717	0.32977	-0.64074	0.15022	-0.64957
0.40145	0.30730	0.25271	-146.841	0.62784	-0.98386	-0.20242	-107.280	-0.28120	-0.84462
-0.52843	-0.75304	-0.02067	-0.18263	0.96245	-115.580	182.558	0.14133	-0.97749	-154.218
-0.53827	0.85636	-0.15794	-0.60732	151.095	0.59743	161.507	-128.910	-0.85176	-0.56095
0.81439	-144.112	0.58623	-0.56131	0.95906	-0.33429	-0.37165	-0.31513	0.58317	0.46506
0.69088	0.42589	0.33532	-161.297	0.60991	-0.67133	-0.67961	-126.731	0.14756	-0.33756
0.14678	-0.77228	0.24769	-0.68669	0.74464	-117.022	0.57068	-0.19071	-0.34921	-0.94827
-0.06532	0.20484	-0.05503	-0.29430	113.416	0.49145	123.626	-0.46829	0.31612	0.12915
-0.54018	137.403	-0.25525	-144.428	0.56805	-142.933	125.127	-103.210	-132.333	-225.360
-0.08255	-167.443	0.38130	-0.53968	0.85446	-195.633	0.81856	0.04891	-123.979	-174.977
-0.56311	0.99027	-0.32382	-0.87012	0.59792	-105.104	168.374	-0.43237	-0.74401	-174.768
0.61335	0.07987	0.27992	-100.324	0.84745	0.02741	-0.19193	-0.88926	0.59320	0.31661
-0.17511	0.17914	0.06786	-141.220	0.39499	-221.013	0.64286	-0.59743	-128.506	-235.264
-0.68919	141.542	-0.42202	-0.81945	0.80892	-0.46052	190.862	-0.71359	-0.73082	-147.829
-0.72571	0.10364	-0.15132	-0.83889	0.67822	-191.678	175.817	-0.28261	-166.002	-257.639
-0.25021	-107.542	0.12364	-0.14715	0.99962	-0.94788	142.505	0.14749	-0.61777	-105.415
0.24732	-0.84379	0.33592	-0.72918	0.90013	-0.90388	0.35196	-0.42740	-0.34969	-0.68342
0.46785	-195.318	0.68828	-0.78578	100.743	-149.084	-0.19529	-0.41755	-0.82134	-0.90295
0.33560	-0.21257	0.38528	-168.653	0.48758	-203.073	-0.34516	-0.98461	-103.403	-176.409
0.53006	-0.43812	0.42101	-130.569	0.66274	-121.540	-0.36958	-0.82399	-0.30159	-0.79717
0.17656	-0.26059	0.33161	-129.085	0.87351	-121.599	0.08545	-104.480	-0.95795	-124.542
-0.07494	-208.230	0.23899	0.27490	0.78902	-140.608	142.877	0.99699	-0.18980	-0.95439
-0.11892	-0.10646	0.03920	-109.837	0.29161	-215.830	0.80623	-0.11738	-0.82331	-208.670
-0.27254	0.30341	-0.23735	-0.60076	0.26716	-143.156	149.239	0.33031	-0.04924	-150.189
-0.31596	0.10153	0.11288	-112.205	104.517	-111.883	0.89103	-108.365	-149.762	-170.745
-103.096	139.156	-0.40975	-115.411	0.81912	-136.678	207.784	-0.97966	-194.580	-269.923
110.103	-217.061	0.85647	-0.69904	0.91402	-0.82107	-0.97212	-0.28742	0.45233	0.38905
0.40070	-0.72146	0.55394	-159.142	0.76224	-185.391	-0.50573	-113.714	-124.860	-156.704
0.09835	-0.95668	0.25564	-0.46052	0.92627	-0.84513	0.74475	-0.15093	-0.30952	-0.69803
0.79437	-131.410	0.62150	-0.98720	0.74342	-110.777	-0.62067	-0.47943	0.07470	-0.27929
-0.19873	-0.39062	0.12079	-0.73481	0.91151	-112.157	100.793	-0.46259	-0.92650	-137.107
0.30148	0.19321	0.21356	-150.470	0.40099	-162.361	-0.06184	-0.78349	-0.49275	-140.561
-0.44900	-117.953	0.09528	-0.46372	0.59683	-233.730	151.133	0.40227	-136.374	-237.593
0.37341	-0.84482	0.42907	-127.002	0.49886	-201.269	-0.15888	-0.47084	-0.74358	-151.991
-0.36170	212.259	-0.23743	-212.672	0.37435	-164.485	0.62553	-163.883	-143.403	-247.526
-0.35798	0.29510	-0.18082	-0.72802	0.45568	-142.718	145.149	-0.00825	-0.52031	-169.245
0.12474	-0.77505	0.27246	-0.69662	0.86756	-102.674	0.56014	-0.34814	-0.47405	-0.89650
-107.944	-0.51962	-0.25330	-0.11612	0.87580	-178.252	266.816	0.36312	-174.483	-260.237
-0.33452	0.82480	-0.33346	-0.38289	0.72334	-0.07837	172.430	-0.12711	0.28924	-0.56729
0.71258	-104.700	0.49143	-0.72802	0.85263	-0.49547	-0.28288	-0.40872	0.44721	0.17194
-0.76702	-0.98635	-0.15144	0.11594	0.77430	-162.655	239.560	0.75448	-103.557	-199.693
0.19029	-169.226	0.42900	-0.70727	0.52492	-229.920	0.40047	0.25116	-0.80976	-169.529
-0.02224	-113.138	0.16140	-0.28124	0.67905	-133.369	108.526	0.38709	-0.25350	-107.038
0.39271	-0.95026	0.33151	-0.33034	109.776	0.00545	0.42107	-0.29395	0.38470	0.29900
0.82577	-0.21606	0.45740	-156.006	0.39883	-131.618	-0.86645	-0.84188	0.16628	-0.58964
-0.73276	154.077	-0.38548	-0.95558	0.98724	-0.30314	182.969	-108.424	-103.745	-150.930
-0.34296	205.737	-0.48758	-0.92896	0.64549	0.22196	150.802	-0.81635	0.29741	-0.58881
0.13914	-0.76134	0.36698	-136.498	0.45861	-245.089	0.09614	-0.48708	-127.236	-215.222
0.24533	-0.20339	0.21106	-0.73647	0.99919	-0.18752	0.42886	-0.69403	0.02042	-0.18091
